0-7=7|8-1=7
8+93=105|6+99=105
8+93=108|9+99=108
8+95=108|9+99=108
80-18=69|88-19=69
80-18=72|88-16=72
80-19=73|88-15=73
80-19=75|88-13=75
80-28=59|88-29=59
80-28=62|88-26=62
80-29=63|88-25=63
80-29=65|88-23=65
80-38=49|88-39=49
80-39=53|88-35=53
80-39=55|88-33=55
80-48=39|88-49=39
80-48=42|88-46=42
80-49=43|88-45=43
80-49=45|88-43=45
80-58=29|88-59=29
80-59=33|88-55=33
80-59=35|88-53=35
80-68=19|88-69=19
80-68=22|88-66=22
80-69=23|88-65=23
80-69=25|88-63=25
80-78=12|88-76=12
80-78=9|88-79=9
80-79=13|88-75=13
80-79=15|88-73=15
80-8=79|88-9=79
80-8=82|88-6=82
80-88=2|88-86=2
80-89=3|88-85=3
80-89=5|88-83=5
80+16=103|88+15=103
80+17=99|88+11=99
80+19=101|88+13=101
80+26=113|88+25=113
80+27=109|88+21=109
80+29=111|88+23=111
80+36=123|88+35=123
80+37=119|88+31=119
80+39=121|88+33=121
80+46=133|88+45=133
80+47=129|88+41=129
80+49=131|88+43=131
80+56=143|88+55=143
80+57=139|88+51=139
80+59=141|88+53=141
80+6=93|88+5=93
80+66=153|88+65=153
80+67=149|88+61=149
80+69=151|88+63=151
80+7=89|88+1=89
80+76=163|88+75=163
80+77=159|88+71=159
80+79=161|88+73=161
80+86=173|88+85=173
80+87=169|88+81=169
80+89=171|88+83=171
80+9=91|88+3=91
80+96=183|88+95=183
80+97=179|88+91=179
80+99=181|88+93=181
81-16=72|87-15=72
81-17=76|87-11=76
81-18=71|87-16=71
81-18=77|87-10=77
81-19=72|87-15=72
81-19=74|87-13=74
81-26=62|87-25=62
81-27=66|87-21=66
81-28=61|87-26=61
81-28=67|87-20=67
81-29=62|87-25=62
81-29=64|87-23=64
81-36=52|87-35=52
81-37=56|87-31=56
81-38=51|87-36=51
81-38=57|87-30=57
81-39=54|87-33=54
81-46=42|87-45=42
81-47=46|87-41=46
81-48=41|87-46=41
81-48=47|87-40=47
81-49=42|87-45=42
81-49=44|87-43=44
81-56=32|87-55=32
81-57=36|87-51=36
81-58=31|87-56=31
81-58=37|87-50=37
81-59=34|87-53=34
81-6=82|87-5=82
81-66=22|87-65=22
81-67=26|87-61=26
81-68=21|87-66=21
81-68=27|87-60=27
81-69=22|87-65=22
81-69=24|87-63=24
81-7=86|87-1=86
81-76=12|87-75=12
81-77=16|87-71=16
81-78=11|87-76=11
81-78=17|87-70=17
81-79=12|87-75=12
81-79=14|87-73=14
81-86=2|87-85=2
81-87=6|87-81=6
81-88=1|87-86=1
81-88=7|87-80=7
81-89=2|87-85=2
81-89=4|87-83=4
81-9=82|87-5=82
81+16=102|87+15=102
81+18=97|87+10=97
81+19=102|87+15=102
81+26=112|87+25=112
81+28=107|87+20=107
81+29=112|87+25=112
81+36=122|87+35=122
81+38=117|87+30=117
81+39=122|87+35=122
81+46=132|87+45=132
81+48=127|87+40=127
81+49=132|87+45=132
81+56=142|87+55=142
81+58=137|87+50=137
81+59=142|87+55=142
81+6=92|87+5=92
81+66=152|87+65=152
81+68=147|87+60=147
81+69=152|87+65=152
81+76=162|87+75=162
81+78=157|87+70=157
81+79=162|87+75=162
81+86=172|87+85=172
81+88=167|87+80=167
81+89=172|87+85=172
81+9=92|87+5=92
81+96=182|87+95=182
81+98=177|87+90=177
81+99=182|87+95=182
83-16=74|89-15=74
83-17=78|89-11=78
83-18=70|89-19=70
83-18=73|89-16=73
83-18=79|89-10=79
83-19=74|89-15=74
83-19=76|89-13=76
83-26=64|89-25=64
83-27=68|89-21=68
83-28=60|89-29=60
83-28=63|89-26=63
83-28=69|89-20=69
83-29=64|89-25=64
83-29=66|89-23=66
83-36=54|89-35=54
83-37=58|89-31=58
83-38=50|89-39=50
83-38=53|89-36=53
83-38=59|89-30=59
83-39=56|89-33=56
83-46=44|89-45=44
83-47=48|89-41=48
83-48=40|89-49=40
83-48=43|89-46=43
83-48=49|89-40=49
83-49=44|89-45=44
83-49=46|89-43=46
83-56=34|89-55=34
83-57=38|89-51=38
83-58=30|89-59=30
83-58=33|89-56=33
83-58=39|89-50=39
83-59=36|89-53=36
83-6=84|89-5=84
83-66=24|89-65=24
83-67=28|89-61=28
83-68=20|89-69=20
83-68=23|89-66=23
83-68=29|89-60=29
83-69=24|89-65=24
83-69=26|89-63=26
83-7=88|89-1=88
83-76=14|89-75=14
83-77=18|89-71=18
83-78=10|89-79=10
83-78=13|89-76=13
83-78=19|89-70=19
83-79=14|89-75=14
83-79=16|89-73=16
83-8=80|89-9=80
83-86=4|89-85=4
83-87=8|89-81=8
83-88=3|89-86=3
83-88=9|89-80=9
83-89=4|89-85=4
83-89=6|89-83=6
83-9=84|89-5=84
83+16=104|89+15=104
83+18=105|89+16=105
83+18=108|89+19=108
83+18=99|89+10=99
83+26=114|89+25=114
83+28=109|89+20=109
83+28=115|89+26=115
83+28=118|89+29=118
83+36=124|89+35=124
83+38=119|89+30=119
83+38=125|89+36=125
83+38=128|89+39=128
83+46=134|89+45=134
83+48=129|89+40=129
83+48=135|89+46=135
83+48=138|89+49=138
83+56=144|89+55=144
83+58=139|89+50=139
83+58=145|89+56=145
83+58=148|89+59=148
83+6=94|89+5=94
83+66=154|89+65=154
83+68=149|89+60=149
83+68=155|89+66=155
83+68=158|89+69=158
83+76=164|89+75=164
83+78=159|89+70=159
83+78=165|89+76=165
83+78=168|89+79=168
83+8=95|89+6=95
83+8=98|89+9=98
83+86=174|89+85=174
83+88=169|89+80=169
83+88=175|89+86=175
83+88=178|89+89=178
83+96=184|89+95=184
83+98=179|89+90=179
83+98=185|89+96=185
83+98=188|89+99=188
85-16=71|86-15=71
85-16=74|89-15=74
85-17=75|86-11=75
85-17=78|89-11=78
85-18=73|89-16=73
85-18=76|86-10=76
85-18=79|89-10=79
85-19=71|86-15=71
85-19=73|86-13=73
85-19=74|89-15=74
85-19=76|89-13=76
85-26=61|86-25=61
85-26=64|89-25=64
85-27=65|86-21=65
85-27=68|89-21=68
85-28=63|89-26=63
85-28=66|86-20=66
85-28=69|89-20=69
85-29=61|86-25=61
85-29=63|86-23=63
85-29=64|89-25=64
85-29=66|89-23=66
85-36=51|86-35=51
85-36=54|89-35=54
85-37=55|86-31=55
85-38=53|89-36=53
85-38=56|86-30=56
85-38=59|89-30=59
85-39=51|86-35=51
85-39=53|86-33=53
85-39=54|89-35=54
85-46=41|86-45=41
85-46=44|89-45=44
85-47=45|86-41=45
85-47=48|89-41=48
85-48=43|89-46=43
85-48=46|86-40=46
85-48=49|89-40=49
85-49=41|86-45=41
85-49=43|86-43=43
85-49=44|89-45=44
85-49=46|89-43=46
85-56=31|86-55=31
85-56=34|89-55=34
85-57=35|86-51=35
85-58=33|89-56=33
85-58=36|86-50=36
85-58=39|89-50=39
85-59=31|86-55=31
85-59=33|86-53=33
85-59=34|89-55=34
85-6=84|89-5=84
85-66=21|86-65=21
85-66=24|89-65=24
85-67=25|86-61=25
85-67=28|89-61=28
85-68=23|89-66=23
85-68=26|86-60=26
85-68=29|89-60=29
85-69=21|86-65=21
85-69=23|86-63=23
85-69=24|89-65=24
85-69=26|89-63=26
85-7=85|86-1=85
85-7=88|89-1=88
85-76=11|86-75=11
85-76=14|89-75=14
85-77=15|86-71=15
85-77=18|89-71=18
85-78=13|89-76=13
85-78=16|86-70=16
85-78=19|89-70=19
85-79=11|86-75=11
85-79=13|86-73=13
85-79=14|89-75=14
85-79=16|89-73=16
85-86=1|86-85=1
85-86=4|89-85=4
85-87=5|86-81=5
85-87=8|89-81=8
85-88=3|89-86=3
85-88=6|86-80=6
85-88=9|89-80=9
85-89=1|86-85=1
85-89=3|86-83=3
85-89=4|89-85=4
85-89=6|89-83=6
85-9=81|86-5=81
85-9=83|86-3=83
85-9=86|89-3=86
85+17=97|86+11=97
85+18=108|89+19=108
85+18=96|86+10=96
85+18=99|89+10=99
85+27=107|86+21=107
85+28=106|86+20=106
85+28=109|89+20=109
85+28=118|89+29=118
85+37=117|86+31=117
85+38=116|86+30=116
85+38=119|89+30=119
85+38=128|89+39=128
85+47=127|86+41=127
85+48=126|86+40=126
85+48=129|89+40=129
85+48=138|89+49=138
85+57=137|86+51=137
85+58=136|86+50=136
85+58=139|89+50=139
85+58=148|89+59=148
85+67=147|86+61=147
85+68=146|86+60=146
85+68=149|89+60=149
85+68=158|89+69=158
85+7=87|86+1=87
85+77=157|86+71=157
85+78=156|86+70=156
85+78=168|89+79=168
85+8=98|89+9=98
85+87=167|86+81=167
85+88=166|86+80=166
85+88=169|89+80=169
85+88=178|89+89=178
85+97=177|86+91=177
85+98=176|86+90=176
85+98=188|89+99=188
86-13=66|85-19=66
86-15=66|85-19=66
86-15=69|85-16=69
86-18=69|88-19=69
86-18=72|88-16=72
86-19=73|88-15=73
86-19=75|88-13=75
86-23=56|85-29=56
86-25=56|85-29=56
86-25=59|85-26=59
86-28=59|88-29=59
86-28=62|88-26=62
86-29=63|88-25=63
86-29=65|88-23=65
86-3=76|85-9=76
86-33=46|85-39=46
86-35=46|85-39=46
86-35=49|85-36=49
86-38=49|88-39=49
86-38=52|88-36=52
86-39=53|88-35=53
86-39=55|88-33=55
86-43=36|85-49=36
86-45=36|85-49=36
86-45=39|85-46=39
86-48=39|88-49=39
86-48=42|88-46=42
86-49=43|88-45=43
86-49=45|88-43=45
86-5=76|85-9=76
86-5=79|85-6=79
86-53=26|85-59=26
86-55=26|85-59=26
86-55=29|85-56=29
86-58=29|88-59=29
86-58=32|88-56=32
86-59=33|88-55=33
86-59=35|88-53=35
86-63=16|85-69=16
86-65=16|85-69=16
86-65=19|85-66=19
86-68=19|88-69=19
86-68=22|88-66=22
86-69=23|88-65=23
86-69=25|88-63=25
86-73=6|85-79=6
86-75=6|85-79=6
86-75=9|85-76=9
86-78=12|88-76=12
86-78=9|88-79=9
86-79=13|88-75=13
86-79=15|88-73=15
86-8=79|88-9=79
86-8=82|88-6=82
86-88=2|88-86=2
86-89=3|88-85=3
86-89=5|88-83=5
86-9=83|88-5=83
86+0=93|85+8=93
86+1=92|85+7=92
86+10=103|85+18=103
86+11=102|85+17=102
86+13=104|85+19=104
86+17=99|88+11=99
86+19=101|88+13=101
86+20=113|85+28=113
86+21=112|85+27=112
86+23=114|85+29=114
86+27=109|88+21=109
86+29=111|88+23=111
86+3=94|85+9=94
86+30=123|85+38=123
86+31=122|85+37=122
86+33=124|85+39=124
86+37=119|88+31=119
86+39=121|88+33=121
86+40=133|85+48=133
86+41=132|85+47=132
86+43=134|85+49=134
86+47=129|88+41=129
86+49=131|88+43=131
86+50=143|85+58=143
86+51=142|85+57=142
86+53=144|85+59=144
86+57=139|88+51=139
86+59=141|88+53=141
86+60=153|85+68=153
86+61=152|85+67=152
86+63=154|85+69=154
86+67=149|88+61=149
86+69=151|88+63=151
86+7=89|88+1=89
86+70=163|85+78=163
86+71=162|85+77=162
86+73=164|85+79=164
86+79=161|88+73=161
86+80=173|85+88=173
86+81=172|85+87=172
86+83=174|85+89=174
86+87=169|88+81=169
86+89=171|88+83=171
86+9=91|88+3=91
86+90=183|85+98=183
86+91=182|85+97=182
86+93=184|85+99=184
86+99=181|88+93=181
87-0=73|81-8=73
87-1=74|81-7=74
87-10=63|81-18=63
87-11=64|81-17=64
87-13=62|81-19=62
87-16=63|81-18=63
87-19=63|81-18=63
87-20=53|81-28=53
87-21=54|81-27=54
87-23=52|81-29=52
87-26=53|81-28=53
87-29=53|81-28=53
87-3=72|81-9=72
87-30=43|81-38=43
87-31=44|81-37=44
87-33=42|81-39=42
87-35=42|81-39=42
87-36=43|81-38=43
87-39=43|81-38=43
87-40=33|81-48=33
87-41=34|81-47=34
87-43=32|81-49=32
87-45=32|81-49=32
87-46=33|81-48=33
87-49=33|81-48=33
87-50=23|81-58=23
87-51=24|81-57=24
87-53=22|81-59=22
87-56=23|81-58=23
87-59=23|81-58=23
87-60=13|81-68=13
87-61=14|81-67=14
87-63=12|81-69=12
87-66=13|81-68=13
87-69=13|81-68=13
87-70=3|81-78=3
87-71=4|81-77=4
87-73=2|81-79=2
87-75=2|81-79=2
87-76=3|81-78=3
87-79=3|81-78=3
87-9=73|81-8=73
87+0=89|81+8=89
87+10=99|81+18=99
87+15=97|81+16=97
87+16=99|81+18=99
87+19=99|81+18=99
87+20=109|81+28=109
87+25=107|81+26=107
87+26=109|81+28=109
87+29=109|81+28=109
87+30=119|81+38=119
87+35=117|81+36=117
87+36=119|81+38=119
87+39=119|81+38=119
87+40=129|81+48=129
87+45=127|81+46=127
87+46=129|81+48=129
87+49=129|81+48=129
87+5=87|81+6=87
87+50=139|81+58=139
87+55=137|81+56=137
87+56=139|81+58=139
87+59=139|81+58=139
87+6=89|81+8=89
87+60=149|81+68=149
87+65=147|81+66=147
87+66=149|81+68=149
87+69=149|81+68=149
87+70=159|81+78=159
87+75=157|81+76=157
87+79=159|81+78=159
87+80=169|81+88=169
87+85=167|81+86=167
87+86=169|81+88=169
87+89=169|81+88=169
87+9=89|81+8=89
87+90=179|81+98=179
87+95=177|81+96=177
87+99=179|81+98=179
88-0=72|80-8=72
88-0=78|86-8=78
88-0=81|89-8=81
88-1=79|86-7=79
88-1=82|89-7=82
88-10=62|80-18=62
88-10=71|89-18=71
88-11=69|86-17=69
88-11=72|89-17=72
88-13=67|86-19=67
88-13=70|89-19=70
88-15=61|80-19=61
88-15=64|80-16=64
88-15=67|86-19=67
88-16=68|86-18=68
88-16=71|89-18=71
88-19=62|80-18=62
88-19=68|86-18=68
88-19=71|89-18=71
88-20=52|80-28=52
88-20=61|89-28=61
88-21=59|86-27=59
88-21=62|89-27=62
88-23=57|86-29=57
88-23=60|89-29=60
88-25=57|86-29=57
88-26=58|86-28=58
88-26=61|89-28=61
88-29=52|80-28=52
88-29=58|86-28=58
88-29=61|89-28=61
88-3=77|86-9=77
88-3=80|89-9=80
88-30=42|80-38=42
88-30=48|86-38=48
88-30=51|89-38=51
88-31=49|86-37=49
88-31=52|89-37=52
88-33=47|86-39=47
88-33=50|89-39=50
88-35=41|80-39=41
88-35=44|80-36=44
88-35=47|86-39=47
88-36=42|80-38=42
88-36=48|86-38=48
88-36=51|89-38=51
88-39=42|80-38=42
88-39=48|86-38=48
88-39=51|89-38=51
88-40=32|80-48=32
88-40=38|86-48=38
88-40=41|89-48=41
88-41=39|86-47=39
88-41=42|89-47=42
88-43=37|86-49=37
88-43=40|89-49=40
88-45=31|80-49=31
88-45=34|80-46=34
88-45=37|86-49=37
88-46=32|80-48=32
88-46=38|86-48=38
88-46=41|89-48=41
88-49=32|80-48=32
88-49=38|86-48=38
88-49=41|89-48=41
88-5=71|80-9=71
88-5=74|80-6=74
88-5=77|86-9=77
88-50=22|80-58=22
88-50=31|89-58=31
88-51=29|86-57=29
88-51=32|89-57=32
88-53=27|86-59=27
88-53=30|89-59=30
88-55=27|86-59=27
88-56=28|86-58=28
88-56=31|89-58=31
88-59=22|80-58=22
88-59=28|86-58=28
88-59=31|89-58=31
88-6=72|80-8=72
88-6=78|86-8=78
88-6=81|89-8=81
88-60=12|80-68=12
88-60=21|89-68=21
88-61=19|86-67=19
88-61=22|89-67=22
88-63=17|86-69=17
88-63=20|89-69=20
88-65=11|80-69=11
88-65=14|80-66=14
88-65=17|86-69=17
88-66=18|86-68=18
88-66=21|89-68=21
88-69=12|80-68=12
88-69=18|86-68=18
88-69=21|89-68=21
88-70=11|89-78=11
88-70=2|80-78=2
88-70=8|86-78=8
88-71=12|89-77=12
88-71=9|86-77=9
88-73=10|89-79=10
88-73=7|86-79=7
88-75=1|80-79=1
88-75=4|80-76=4
88-75=7|86-79=7
88-76=11|89-78=11
88-76=2|80-78=2
88-76=8|86-78=8
88-79=11|89-78=11
88-79=2|80-78=2
88-79=8|86-78=8
88-80=1|89-88=1
88-81=2|89-87=2
88-86=1|89-88=1
88-89=1|89-88=1
88-9=72|80-8=72
88-9=78|86-8=78
88-9=81|89-8=81
88+1=87|80+7=87
88+11=97|80+17=97
88+13=105|86+19=105
88+13=108|89+19=108
88+13=99|80+19=99
88+15=108|89+19=108
88+15=96|80+16=96
88+15=99|80+19=99
88+21=107|80+27=107
88+23=109|80+29=109
88+23=115|86+29=115
88+23=118|89+29=118
88+25=106|80+26=106
88+25=109|80+29=109
88+25=118|89+29=118
88+3=89|80+9=89
88+3=98|89+9=98
88+31=117|80+37=117
88+33=119|80+39=119
88+33=125|86+39=125
88+33=128|89+39=128
88+35=116|80+36=116
88+35=119|80+39=119
88+35=128|89+39=128
88+41=127|80+47=127
88+43=129|80+49=129
88+43=135|86+49=135
88+43=138|89+49=138
88+45=126|80+46=126
88+45=129|80+49=129
88+45=138|89+49=138
88+5=86|80+6=86
88+5=89|80+9=89
88+5=98|89+9=98
88+51=137|80+57=137
88+53=139|80+59=139
88+53=145|86+59=145
88+53=148|89+59=148
88+55=136|80+56=136
88+55=139|80+59=139
88+55=148|89+59=148
88+61=147|80+67=147
88+63=149|80+69=149
88+63=155|86+69=155
88+63=158|89+69=158
88+65=146|80+66=146
88+65=149|80+69=149
88+65=158|89+69=158
88+71=157|80+77=157
88+73=159|80+79=159
88+73=165|86+79=165
88+73=168|89+79=168
88+75=156|80+76=156
88+75=168|89+79=168
88+81=167|80+87=167
88+83=169|80+89=169
88+83=175|86+89=175
88+83=178|89+89=178
88+85=166|80+86=166
88+85=169|80+89=169
88+85=178|89+89=178
88+91=177|80+97=177
88+93=179|80+99=179
88+93=185|86+99=185
88+93=188|89+99=188
88+95=176|80+96=176
88+95=188|89+99=188
89-0=75|83-8=75
89-0=77|85-8=77
89-1=76|83-7=76
89-1=78|85-7=78
89-10=65|83-18=65
89-10=67|85-18=67
89-11=66|83-17=66
89-13=64|83-19=64
89-15=67|83-16=67
89-16=67|85-18=67
89-18=69|88-19=69
89-18=72|88-16=72
89-20=57|85-28=57
89-21=56|83-27=56
89-23=54|83-29=54
89-25=57|83-26=57
89-26=57|85-28=57
89-28=62|88-26=62
89-3=74|83-9=74
89-3=76|85-9=76
89-30=45|83-38=45
89-30=47|85-38=47
89-31=46|83-37=46
89-31=48|85-37=48
89-33=44|83-39=44
89-33=46|85-39=46
89-35=44|83-39=44
89-35=47|83-36=47
89-36=47|85-38=47
89-38=49|88-39=49
89-38=52|88-36=52
89-40=35|83-48=35
89-40=37|85-48=37
89-41=36|83-47=36
89-41=38|85-47=38
89-43=34|83-49=34
89-43=36|85-49=36
89-45=34|83-49=34
89-45=37|83-46=37
89-46=37|85-48=37
89-48=39|88-49=39
89-48=42|88-46=42
89-5=77|83-6=77
89-50=27|85-58=27
89-51=26|83-57=26
89-53=24|83-59=24
89-55=27|83-56=27
89-56=27|85-58=27
89-58=32|88-56=32
89-6=77|85-8=77
89-60=15|83-68=15
89-60=17|85-68=17
89-61=16|83-67=16
89-63=14|83-69=14
89-65=17|83-66=17
89-66=17|85-68=17
89-68=19|88-69=19
89-68=22|88-66=22
89-70=5|83-78=5
89-70=7|85-78=7
89-71=6|83-77=6
89-71=8|85-77=8
89-73=4|83-79=4
89-73=6|85-79=6
89-75=4|83-79=4
89-75=7|83-76=7
89-76=7|85-78=7
89-78=12|88-76=12
89-78=9|88-79=9
89-8=79|88-9=79
89-8=82|88-6=82
89-88=2|88-86=2
89+0=91|83+8=91
89+1=92|85+7=92
89+10=101|83+18=101
89+11=102|85+17=102
89+16=101|83+18=101
89+17=99|88+11=99
89+20=111|83+28=111
89+21=112|85+27=112
89+26=111|83+28=111
89+27=109|88+21=109
89+30=121|83+38=121
89+31=122|85+37=122
89+36=121|83+38=121
89+37=119|88+31=119
89+40=131|83+48=131
89+41=132|85+47=132
89+46=131|83+48=131
89+47=129|88+41=129
89+50=141|83+58=141
89+51=142|85+57=142
89+56=141|83+58=141
89+57=139|88+51=139
89+6=91|83+8=91
89+60=151|83+68=151
89+61=152|85+67=152
89+66=151|83+68=151
89+67=149|88+61=149
89+7=89|88+1=89
89+70=161|83+78=161
89+71=162|85+77=162
89+76=161|83+78=161
89+77=159|88+71=159
89+80=171|83+88=171
89+81=172|85+87=172
89+86=171|83+88=171
89+87=169|88+81=169
89+90=181|83+98=181
89+91=182|85+97=182
89+96=181|83+98=181
89+97=179|88+91=179
9-7=7|8-1=7
9-8=2|8-6=2
9-9=3|8-5=3
9-9=5|8-3=5
9+0=11|3+8=11
9+0=13|5+8=13
9+1=12|5+7=12
9+10=21|3+18=21
9+10=23|5+18=23
9+11=22|5+17=22
9+16=21|3+18=21
9+17=19|8+11=19
9+20=31|3+28=31
9+20=33|5+28=33
9+21=32|5+27=32
9+26=31|3+28=31
9+27=29|8+21=29
9+30=41|3+38=41
9+30=43|5+38=43
9+31=42|5+37=42
9+36=41|3+38=41
9+37=39|8+31=39
9+40=51|3+48=51
9+40=53|5+48=53
9+41=52|5+47=52
9+46=51|3+48=51
9+47=49|8+41=49
9+5=9|3+5=8
9+50=61|3+58=61
9+51=62|5+57=62
9+56=61|3+58=61
9+57=59|8+51=59
9+6=11|3+8=11
9+60=71|3+68=71
9+60=73|5+68=73
9+61=72|5+67=72
9+66=71|3+68=71
9+67=69|8+61=69
9+7=9|8+1=9
9+70=81|3+78=81
9+70=83|5+78=83
9+71=82|5+77=82
9+76=81|3+78=81
9+77=79|8+71=79
9+80=91|3+88=91
9+81=92|5+87=92
9+86=91|3+88=91
9+87=89|8+81=89
9+90=101|3+98=101
9+90=103|5+98=103
9+91=102|5+97=102
9+96=101|3+98=101
9+97=99|8+91=99
90-18=79|98-19=79
90-19=83|98-15=83
90-19=85|98-13=85
90-28=69|98-29=69
90-28=72|98-26=72
90-29=73|98-25=73
90-29=75|98-23=75
90-38=59|98-39=59
90-39=63|98-35=63
90-39=65|98-33=65
90-48=49|98-49=49
90-48=52|98-46=52
90-49=53|98-45=53
90-49=55|98-43=55
90-58=39|98-59=39
90-58=42|98-56=42
90-59=43|98-55=43
90-59=45|98-53=45
90-68=29|98-69=29
90-69=33|98-65=33
90-69=35|98-63=35
90-78=19|98-79=19
90-78=22|98-76=22
90-79=23|98-75=23
90-79=25|98-73=25
90-8=89|98-9=89
90-8=92|98-6=92
90-88=9|98-89=9
90-89=13|98-85=13
90-89=15|98-83=15
90-98=2|98-96=2
90-99=3|98-95=3
90+16=113|98+15=113
90+17=109|98+11=109
90+19=111|98+13=111
90+19=113|98+15=113
90+26=123|98+25=123
90+27=119|98+21=119
90+29=121|98+23=121
90+29=123|98+25=123
90+36=133|98+35=133
90+37=129|98+31=129
90+39=131|98+33=131
90+39=133|98+35=133
90+46=143|98+45=143
90+47=139|98+41=139
90+49=141|98+43=141
90+49=143|98+45=143
90+56=153|98+55=153
90+57=149|98+51=149
90+59=151|98+53=151
90+6=103|98+5=103
90+66=163|98+65=163
90+67=159|98+61=159
90+69=161|98+63=161
90+7=99|98+1=99
90+76=173|98+75=173
90+77=169|98+71=169
90+79=171|98+73=171
90+79=173|98+75=173
90+86=183|98+85=183
90+87=179|98+81=179
90+89=181|98+83=181
90+9=101|98+3=101
90+9=103|98+5=103
90+96=193|98+95=193
90+97=189|98+91=189
90+99=191|98+93=191
91-16=82|97-15=82
91-17=86|97-11=86
91-18=81|97-16=81
91-18=87|97-10=87
91-19=84|97-13=84
91-26=72|97-25=72
91-27=76|97-21=76
91-28=71|97-26=71
91-28=77|97-20=77
91-29=72|97-25=72
91-29=74|97-23=74
91-36=62|97-35=62
91-37=66|97-31=66
91-38=61|97-36=61
91-38=67|97-30=67
91-39=64|97-33=64
91-46=52|97-45=52
91-47=56|97-41=56
91-48=51|97-46=51
91-48=57|97-40=57
91-49=52|97-45=52
91-49=54|97-43=54
91-56=42|97-55=42
91-57=46|97-51=46
91-58=41|97-56=41
91-58=47|97-50=47
91-59=42|97-55=42
91-59=44|97-53=44
91-6=92|97-5=92
91-66=32|97-65=32
91-67=36|97-61=36
91-68=31|97-66=31
91-68=37|97-60=37
91-69=34|97-63=34
91-7=96|97-1=96
91-76=22|97-75=22
91-77=26|97-71=26
91-78=21|97-76=21
91-78=27|97-70=27
91-79=22|97-75=22
91-79=24|97-73=24
91-86=12|97-85=12
91-87=16|97-81=16
91-88=11|97-86=11
91-88=17|97-80=17
91-89=14|97-83=14
91-9=92|97-5=92
91-96=2|97-95=2
91-97=6|97-91=6
91-98=1|97-96=1
91-98=7|97-90=7
91-99=2|97-95=2
91-99=4|97-93=4
91+16=112|97+15=112
91+18=107|97+10=107
91+18=113|97+16=113
91+19=112|97+15=112
91+26=122|97+25=122
91+28=117|97+20=117
91+28=123|97+26=123
91+29=122|97+25=122
91+36=132|97+35=132
91+38=127|97+30=127
91+38=133|97+36=133
91+39=132|97+35=132
91+46=142|97+45=142
91+48=137|97+40=137
91+48=143|97+46=143
91+49=142|97+45=142
91+56=152|97+55=152
91+58=147|97+50=147
91+58=153|97+56=153
91+59=152|97+55=152
91+6=102|97+5=102
91+66=162|97+65=162
91+68=157|97+60=157
91+69=162|97+65=162
91+76=172|97+75=172
91+78=167|97+70=167
91+78=173|97+76=173
91+79=172|97+75=172
91+8=103|97+6=103
91+86=182|97+85=182
91+88=177|97+80=177
91+89=182|97+85=182
91+9=102|97+5=102
91+96=192|97+95=192
91+98=187|97+90=187
91+98=193|97+96=193
91+99=192|97+95=192
93-16=84|99-15=84
93-17=88|99-11=88
93-18=80|99-19=80
93-18=83|99-16=83
93-18=89|99-10=89
93-19=86|99-13=86
93-26=74|99-25=74
93-27=78|99-21=78
93-28=70|99-29=70
93-28=73|99-26=73
93-28=79|99-20=79
93-29=74|99-25=74
93-29=76|99-23=76
93-36=64|99-35=64
93-37=68|99-31=68
93-38=60|99-39=60
93-38=63|99-36=63
93-38=69|99-30=69
93-39=66|99-33=66
93-46=54|99-45=54
93-47=58|99-41=58
93-48=50|99-49=50
93-48=53|99-46=53
93-48=59|99-40=59
93-49=54|99-45=54
93-49=56|99-43=56
93-56=44|99-55=44
93-57=48|99-51=48
93-58=40|99-59=40
93-58=43|99-56=43
93-58=49|99-50=49
93-59=44|99-55=44
93-59=46|99-53=46
93-6=94|99-5=94
93-66=34|99-65=34
93-67=38|99-61=38
93-68=30|99-69=30
93-68=33|99-66=33
93-68=39|99-60=39
93-69=36|99-63=36
93-76=24|99-75=24
93-77=28|99-71=28
93-78=20|99-79=20
93-78=23|99-76=23
93-78=29|99-70=29
93-79=24|99-75=24
93-79=26|99-73=26
93-8=90|99-9=90
93-86=14|99-85=14
93-87=18|99-81=18
93-88=10|99-89=10
93-88=13|99-86=13
93-88=19|99-80=19
93-89=16|99-83=16
93-9=94|99-5=94
93-96=4|99-95=4
93-98=3|99-96=3
93-99=4|99-95=4
93-99=6|99-93=6
93+16=114|99+15=114
93+18=109|99+10=109
93+18=115|99+16=115
93+18=118|99+19=118
93+26=124|99+25=124
93+28=119|99+20=119
93+28=125|99+26=125
93+28=128|99+29=128
93+36=134|99+35=134
93+38=129|99+30=129
93+38=135|99+36=135
93+38=138|99+39=138
93+46=144|99+45=144
93+48=139|99+40=139
93+48=145|99+46=145
93+48=148|99+49=148
93+56=154|99+55=154
93+58=149|99+50=149
93+58=155|99+56=155
93+58=158|99+59=158
93+6=104|99+5=104
93+66=164|99+65=164
93+68=159|99+60=159
93+68=165|99+66=165
93+68=168|99+69=168
93+76=174|99+75=174
93+78=169|99+70=169
93+78=175|99+76=175
93+78=178|99+79=178
93+8=105|99+6=105
93+8=108|99+9=108
93+86=184|99+85=184
93+88=179|99+80=179
93+88=185|99+86=185
93+88=188|99+89=188
93+96=194|99+95=194
93+98=189|99+90=189
93+98=195|99+96=195
93+98=198|99+99=198
95-16=81|96-15=81
95-16=84|99-15=84
95-17=85|96-11=85
95-18=83|99-16=83
95-18=86|96-10=86
95-18=89|99-10=89
95-19=81|96-15=81
